content,label,has_url,has_phone_number,sender_type
"0926916941: (TB) Đây là cuộc gọi từ Tứ Uyên-Tứ Phát Mobile - địa chỉ: 185 Ng Thái Sơn,P4,GV cung cấp sản phẩm/dịch vụ Cuối năm giảm 500k khi mua máy & phiếu giảm 50%, 20% khi sửa máy. Ad đến 31/01/22. xem thêm tại : www.tuuyen.com - LH: 0826515151",0.0,1,1,brandname
12A7 (AD 4/1)  T2 S1: SH+L+L+AV+CN;C2: L+H+T T3 S1: H+H+AV+AV+Tin T4 S1: QP+D+V+T+T T5 S1: S+Si+Si+T+T T6 S1: TD+TD+V+V+GDCD,0.0,0,0,brandname
"[TB] Kính chúc Quý khách cùng gia đình năm mới 2022 thật nhiều HẠNH PHÚC - MAY MẮN - AN KHANG - THỊNH VƯỢNG. Nhân dịp năm mới, Viettel tặng 50% điểm Viettel++ khi Quý khách nạp thẻ/thanh toán dịch vụ viễn thông lần đầu tiên trong ngày 01/01/2022. Sau khi nạp thẻ/thanh toán, Quý khách vui lòng soạn tin NHANDIEM gửi 9000 để xác nhận. Chi tiết LH 198 (0đ). Trân trọng.",0.0,0,0,brandname
"[TB] Ưu đãi HOT! Tặng 50% điểm Viettel++ với thẻ nạp/thanh toán dịch vụ viễn thông lần đầu tiên trong 2 ngày 25/12/2021 và 01/01/2022 (tối đa 500.000 điểm/ngày). Sau khi nạp thẻ/thanh toán, Quý khách vui lòng soạn tin NHANDIEM gửi 9000 để xác nhận. Chúc Quý khách một Giáng sinh và năm mới nhiều ấm áp, bình yên và hạnh phúc. Chi tiết LH 198 (0đ). Trân trọng.",0.0,0,0,brandname
"Cam on Quy KH PE13000143179 da thanh toan so tien dien thang 11/2021, so tien 49,837d. LH 1900545454",0.0,0,1,brandname
"Cam on Quy KH PE13000146339 da thanh toan so tien dien thang 11/2021, so tien 445,465d. LH 1900545454",0.0,0,1,brandname
"Cam on Quy KH PE13000143179 da thanh toan so tien dien thang 12/2021, so tien 71,986d. LH 1900545454",0.0,0,1,brandname
"Cam on Quy KH PE13000146339 da thanh toan so tien dien thang 12/2021, so tien 529,357d. LH 1900545454",0.0,0,1,brandname
[TB] Tặng 20.000đ khi nạp thẻ từ 10.000đ trong 2 ngày 22-23/12. LH 198 (0đ). Lưu ý:  (1) Tiền KM để gọi và nhắn tin nội mạng trong 15 ngày và được cộng sau khi nạp thẻ tối đa 60 phút.  (2) KM áp dụng với thẻ đầu tiên nạp cho TB nhận được tin nhắn.,0.0,0,0,brandname
Quy khach vua nap the thanh cong va duoc khuyen mai 50% gia tri the nap. Bam *102# de kiem tra tai khoan khuyen mai. Tran trong.,0.0,0,0,shortcode
"[TB] TANG 50% gia tri tat ca the nap trong ngay 21/12/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d). Chuc Quy khach suc khoe, an toan.",0.0,0,0,brandname
"[TB] TANG 50% gia tri tat ca the nap trong ngay 18/12/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d). Chuc Quy khach suc khoe, an toan.",0.0,0,0,brandname
[TB] Tặng 20.000đ khi nạp thẻ từ 10.000đ trong 2 ngày 16-17/12. LH 198 (0đ). Lưu ý:  (1) Tiền KM để gọi và nhắn tin nội mạng trong 15 ngày và được cộng sau khi nạp thẻ tối đa 60 phút.  (2) KM áp dụng với thẻ đầu tiên nạp cho TB nhận được tin nhắn.,0.0,0,0,brandname
"[QC] Cuoc chien tranh gianh quyen luc va nhung rac roi trong chuyen tinh cam hua hen nhieu kich tinh cao trao, tat ca se duoc he lo trong bo phim SONG DON TRANG LEN vao 17h30 thu hai den chu nhat hang tuan tren SCTV6-FIM360. Tu choi QC, soan TC4 gui 199.",0.0,0,0,brandname
"[TB] MIỄN PHÍ 90 ngày dùng DATA 4G TỐC ĐỘ CAO, KHÔNG GIỚI HẠN LƯU LƯỢNG. Để sử dụng ưu đãi, Quý khách cần SIM 4G và máy 4G có bật chế độ 4G/LTE (xem hướng dẫn tại http://viettel.vn/on4g ) Tham gia, soạn 4G gửi 191 (0đ). DV gia hạn sau 90 ngày với 150.000đ KM áp dụng 1 lần đến 31/12/2021 cho TB nhận được tin nhắn. LH 198 (0đ).",0.0,1,0,brandname
Ok em .Hihi,0.0,0,0,personal_number
Chi co nt hoi thăm gđ em va chi thuy linh .Nhưng ko thây en cha lơi đo .,0.0,0,0,personal_number
Đơt dich vưa qua khung khip qua .Hang ngay chi câu nguyên chua gin giư cho gđ em qua khoi tai hoa đo,0.0,0,0,personal_number
Thây tn cua em gưi đên chi vui mưng lăm,0.0,0,0,personal_number
Gđ em khoe ca chư ,0.0,0,0,personal_number
Đô em be nlăm ne ng lơn đu loai ,0.0,0,0,personal_number
Hôm nao danh bao chi thuy linh xuông chơi lưa đô nha,0.0,0,0,personal_number
Cam ơn em .Chi khoe chi đi ban tư hm 1thang 11 đên giơ rôi em ah,0.0,0,0,personal_number
"[TB] TANG 50% gia tri tat ca the nap trong ngay 15/12/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d). Chuc Quy khach suc khoe, an toan.",0.0,0,0,brandname
"THPT NCT: Kinh thua PHHS K.12: Ngay 13/12,HS K12 den truong tap huan COVID vao tiet 1,2 roi ra ve. HS K12 bat dau hoc truc tiep theo TKB tu 14/12. Truoc khi cac em den truong chu y KBYT truoc bang app PC COVID,tuan thu 5K. HS co dau hieu nghi nhiem COVID,dang cach ly y te theo quy dinh khong den truong",0.0,0,0,brandname
[TB] Tặng 20.000đ khi nạp thẻ từ 10.000đ trong 2 ngày 12-13/12. LH 198 (0đ). Lưu ý:  (1) Tiền KM để gọi và nhắn tin nội mạng trong 15 ngày và được cộng sau khi nạp thẻ tối đa 60 phút.  (2) KM áp dụng với thẻ đầu tiên nạp cho TB nhận được tin nhắn.,0.0,0,0,brandname
"[TB] MIỄN PHÍ 90 ngày dùng DATA 4G TỐC ĐỘ CAO, KHÔNG GIỚI HẠN LƯU LƯỢNG. Để sử dụng ưu đãi, Quý khách cần SIM 4G và máy 4G có bật chế độ 4G/LTE (xem hướng dẫn tại http://viettel.vn/on4g ) Tham gia, soạn 3UMAX4G gửi 191. DV gia hạn sau 90 ngày với 150.000đ KM áp dụng 1 lần đến 31/12/2021 cho TB nhận được tin nhắn. LH 198 (0đ).",0.0,1,0,brandname
"[TB] TANG 50% gia tri tat ca the nap trong ngay 25/11/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d). Chuc Quy khach suc khoe, an toan.",0.0,0,0,brandname
[TB] Tặng 20.000đ khi nạp thẻ từ 10.000đ trong 2 ngày 22-23/11. LH 198 (0đ). Lưu ý:  (1) Tiền KM để gọi và nhắn tin nội mạng trong 15 ngày và được cộng sau khi nạp thẻ tối đa 60 phút.  (2) KM áp dụng với thẻ đầu tiên nạp cho TB nhận được tin nhắn.,0.0,0,0,brandname
THPT N C Tru: Kinh bao PHHS: HS da co lich tiem mui 2 vao ngay 22/11 (T.Hai). Mong PHHS quan tam cho HS di tiem chung day du. Xin cam on!,0.0,0,0,brandname
"[TB] MỪNG NGÀY NHÀ GIÁO VIỆT NAM, VIETTEL TẶNG 20% GIÁ TRỊ TẤT CẢ THẺ NẠP trong ngày 20/11. Tiền KM sử dụng nội mạng đến hết 05/12/2021. Giảm thêm 3% khi nạp thẻ tại https://viettel.vn/pay/tt . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0.0,1,0,brandname
"[TB] TANG 50% gia tri tat ca the nap trong ngay 18/11/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d). Chuc Quy khach suc khoe, an toan.",0.0,0,0,brandname
[TB] Tặng 20.000đ khi nạp thẻ từ 10.000đ trong 2 ngày 16-17/11. LH 198 (0đ). Lưu ý:  (1) Tiền KM để gọi và nhắn tin nội mạng trong 15 ngày và được cộng sau khi nạp thẻ tối đa 60 phút.  (2) KM áp dụng với thẻ đầu tiên nạp cho TB nhận được tin nhắn.,0.0,0,0,brandname
"[TB] TANG 50% gia tri tat ca the nap trong ngay 15/11/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d). Chuc Quy khach suc khoe, an toan.",0.0,0,0,brandname
[TB] Tặng 20.000đ khi nạp thẻ từ 10.000đ trong 2 ngày 12-13/11. LH 198 (0đ). Lưu ý:  (1) Tiền KM để gọi và nhắn tin nội mạng trong 15 ngày và được cộng sau khi nạp thẻ tối đa 60 phút.  (2) KM áp dụng với thẻ đầu tiên nạp cho TB nhận được tin nhắn.,0.0,0,0,brandname
"[TB] NGÀY ĐỘC THÂN KHÔNG CÔ ĐƠN Soạn 3UMAX4G gửi 191 để nhận MIỄN PHÍ data 4G trong 90 ngày đầu tiên, KHÔNG GIỚI HẠN LƯU LƯỢNG truy cập Facebook, Youtube... Lưu ý: 1. Để sử dụng ưu đãi, Quý khách cần bật chế độ 4G/LTE trên máy (xem hướng dẫn tại http://viettel.vn/on4g ) 2. Sau 90 ngày, DV sẽ gia hạn với 150.000đ 3. KM áp dụng 1 lần đến 30/11/2021 cho TB nhận được tin nhắn.  LH 198 (0đ).",0.0,1,0,brandname
"[TB] TANG 50% gia tri tat ca the nap trong ngay 11/11/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. CT ap dung cho TB nhan duoc tin nhan. LH 198 (0d). Chuc Quy khach suc khoe, an toan.",0.0,0,0,brandname
"[TB] Hưởng ứng Ngày Pháp luật nước Cộng hòa xã hội chủ nghĩa Việt Nam 09/11, toàn dân nâng cao ý thức tôn trọng, tuân theo Hiến pháp và pháp luật.",0.0,0,0,brandname
"[TB] MIỄN PHÍ 90 ngày dùng DATA 4G TỐC ĐỘ CAO, KHÔNG GIỚI HẠN LƯU LƯỢNG. Để sử dụng ưu đãi, Quý khách cần SIM 4G và máy 4G có bật chế độ 4G/LTE (xem hướng dẫn tại http://viettel.vn/on4g ) Tham gia, soạn 3UMAX4G gửi 191. DV gia hạn sau 90 ngày với 150.000đ KM áp dụng 1 lần đến 30/11/2021 cho TB nhận được tin nhắn. LH 198 (0đ).",0.0,1,0,brandname
"Cam on Ban da dang ky tham du Hoi thao ""Giao luu cung sinh vien RMIT Khoa Truyen thong - Thiet ke va tham quan khuon vien RMIT truc tuyen"" cua Dai hoc RMIT se to chuc vao 10:00 sang Chu nhat 24/10. Vui long truy cap https://bit.ly/attendee-scd-241021 de tham gia hoi thao. Luu y su dung laptop hoac may tinh ban de co trai nghiem tot nhat. Hen gap Ban va Quy Phu huynh vao luc 10 gio sang Chu nhat. Tran trong!",0.0,1,0,brandname
"Cam on Ban da dang ky tham du Hoi thao ""Giao luu cung sinh vien RMIT Khoa Kinh doanh - Quan tri va tham quan khuon vien RMIT truc tuyen"" cua Dai hoc RMIT se to chuc vao 10:00 sang Thu Bay 23/10. Vui long truy cap https://bit.ly/attendee-sbm-231021 de tham gia hoi thao. Luu y su dung laptop hoac may tinh ban de co trai nghiem tot nhat. Hen gap Ban va Quy Phu huynh vao luc 10 gio sang Thu Bay. Tran trong!",0.0,1,0,brandname
"[TB] Tặng 20% giá trị tất cả thẻ nạp trong ngày 21/10. Tiền KM sử dụng nội mạng, không giới hạn thời gian. NHẬN THÊM CHIẾT KHẤU lên đến 10% khi nạp thẻ qua VIETTELPAY tại http://viettelpay.vn/1/kmnapthe20/ . CT dành riêng cho TB của Quý khách. LH 198 (0đ).",0.0,1,0,brandname
"[TB] MỪNG NGÀY PHỤ NỮ VIỆT NAM, VIETTEL TẶNG 20% GIÁ TRỊ TẤT CẢ THẺ NẠP trong ngày 20/10. Tiền KM sử dụng nội mạng đến hết 04/11/2021. Giảm thêm 3% khi nạp thẻ tại https://myvt.page.link/km . Chi tiết gọi 197 bấm phím 19 (0đ). Trân trọng.",0.0,1,0,brandname
"[TB] MIỄN PHÍ 90 ngày dùng DATA 4G TỐC ĐỘ CAO, KHÔNG GIỚI HẠN LƯU LƯỢNG. Để sử dụng ưu đãi, Quý khách cần SIM 4G và máy 4G có bật chế độ 4G/LTE (xem hướng dẫn tại http://viettel.vn/on4g ) Tham gia, soạn 3UMAX4G gửi 191. DV gia hạn sau 90 ngày với 150.000đ KM áp dụng 1 lần đến 31/10/2021 cho TB nhận được tin nhắn. LH 198 (0đ).",0.0,1,0,brandname
"Cam on Ban da dang ky tham du Hoi thao ""Huong nghiep cung Gen Z: Hieu dung - Chon chuan"" cua Dai hoc RMIT se to chuc vao 10:00 sang Chu nhat 17/10. Vui long truy cap https://bit.ly/attendee-huongnghiep-171021 de tham gia hoi thao. Luu y su dung laptop hoac may tinh ban de co trai nghiem tot nhat. Hen gap Ban va Quy Phu huynh vao luc 10 gio sang nay. Tran trong!",0.0,1,0,brandname
"[TB] LEN MANG THA GA, GOI DIEN THAT DA! 1. Soan V50K gui 191: 50.000d/7 ngay co 7GB, mien phi 20p/cuoc goi noi mang 2. Soan V30X gui 191: chi 30.000d/7 ngay co 3,4GB (500MB/ngay), mien phi 10p/cuoc goi noi mang DV gia han sau 7 ngay. CT danh rieng cho TB cua Quy khach. LH 198 (0d).",0.0,0,0,brandname
"[TB] GỌI ĐIỆN MIỄN PHÍ, LÊN MẠNG THẢ GA! Soạn 12V120C gửi 191: Chỉ còn 840.000đ/360 ngày, mỗi chu kỳ 30 ngày có 2GB/ngày, 20p/cuộc gọi nội mạng (tối đa 1.000p), 50p ngoại mạng, miễn phí data truy cập TikTok. DV gia hạn sau 360 ngày với phí 1.440.000đ. CT dành riêng cho Quý khách đến hết 31/10/2021. LH 198 (0đ).",0.0,0,0,brandname
"[QC] TẶNG ĐIỂM ĐỔI QUÀ. Viettel dành tặng Quý khách 3.000 điểm Viettel++ khi đăng ký gói VIP1 DV LifeBOX để lưu trữ Danh bạ/ Ảnh/ Nhạc/ Video. Soạn DK gửi 1098. Phí DV 9.000đ/tháng có 25GB dung lượng lưu trữ, KHÔNG MẤT DATA khi đăng/tải dữ liệu. DV gia hạn theo tháng. Chi tiết truy cập https://myvt.page.link/lb1 hoặc LH 198 (0đ). Từ chối QC, soạn TC4 gửi 199.",0.0,1,0,brandname
"[TB] LEN MANG THA GA, GOI DIEN THAT DA! 1. Soan ST15K gui 191: 15.000d/3 ngay co 3GB, gia han sau 3 ngay 2. Soan V30X gui 191: 30.000d/7 ngay co 3,4GB (500MB/ngay), mien phi 10p/cuoc goi noi mang, gia han sau 7 ngay CT danh rieng cho TB cua Quy khach. LH 198 (0d).",0.0,0,0,brandname
"[TB] BINH THUONG MOI - UU DAI MOI: Tang 50% gia tri tat ca the nap trong ngay 05/10/2021, tien KM su dung goi va nhan tin noi mang trong 15 ngay. Truy cap https://vt.viettelpay.vn/bgg4 de nap the online. CT ap dung cho TB nhan tin nhan. LH 198 (0d).  Chuc Quy khach suc khoe, an toan.",0.0,1,0,brandname
